date	time	source_timestamp	Canada - Alberta	Canada - British Columbia	Canada - Grand Princess	Canada - Manitoba	Canada - New Brunswick	Canada - Newfoundland and Labrador	Canada - Nova Scotia	Canada - Ontario	Canada - Prince Edward Island	Canada - Quebec	Canada - Saskatchewan
2020-04-18	15:51:35	2020-04-18 15:51:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:52:34	2020-04-18 15:52:34	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:53:35	2020-04-18 15:53:35	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:54:38	2020-04-18 15:54:38	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:55:36	2020-04-18 15:55:36	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:56:51	2020-04-18 15:56:51	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:57:51	2020-04-18 15:57:51	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:58:34	2020-04-18 15:58:34	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	15:59:37	2020-04-18 15:59:37	2397-50-NA	1575-77-NA	13-0-NA	250-5-NA	117-0-NA	256-3-NA	606-4-NA	10456-524-NA	26-0-NA	16798-688-NA	307-4-NA
2020-04-18	23:00:39	2020-04-18 23:00:39	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:01:38	2020-04-18 23:01:38	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:02:36	2020-04-18 23:02:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:03:53	2020-04-18 23:03:53	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:04:45	2020-04-18 23:04:45	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:05:39	2020-04-18 23:05:39	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:06:34	2020-04-18 23:06:34	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:07:32	2020-04-18 23:07:32	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:08:39	2020-04-18 23:08:39	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:09:33	2020-04-18 23:09:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:10:35	2020-04-18 23:10:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:11:38	2020-04-18 23:11:38	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:12:48	2020-04-18 23:12:48	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:13:36	2020-04-18 23:13:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:14:35	2020-04-18 23:14:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:15:34	2020-04-18 23:15:34	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:17:01	2020-04-18 23:17:01	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:17:35	2020-04-18 23:17:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:18:39	2020-04-18 23:18:39	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:19:36	2020-04-18 23:19:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:20:41	2020-04-18 23:20:41	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:21:37	2020-04-18 23:21:37	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:22:47	2020-04-18 23:22:47	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:23:42	2020-04-18 23:23:42	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:24:35	2020-04-18 23:24:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:25:55	2020-04-18 23:25:55	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:26:44	2020-04-18 23:26:44	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:27:50	2020-04-18 23:27:50	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:28:35	2020-04-18 23:28:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:29:37	2020-04-18 23:29:37	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:30:34	2020-04-18 23:30:34	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:31:37	2020-04-18 23:31:37	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:32:39	2020-04-18 23:32:39	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:33:36	2020-04-18 23:33:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:34:34	2020-04-18 23:34:34	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:35:35	2020-04-18 23:35:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:36:33	2020-04-18 23:36:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:37:47	2020-04-18 23:37:47	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:38:34	2020-04-18 23:38:34	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:39:37	2020-04-18 23:39:37	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:40:44	2020-04-18 23:40:44	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:41:48	2020-04-18 23:41:48	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:42:33	2020-04-18 23:42:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:43:36	2020-04-18 23:43:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:44:35	2020-04-18 23:44:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:45:44	2020-04-18 23:45:44	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:46:39	2020-04-18 23:46:39	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:47:35	2020-04-18 23:47:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:48:34	2020-04-18 23:48:34	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:49:34	2020-04-18 23:49:34	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:50:39	2020-04-18 23:50:39	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:51:37	2020-04-18 23:51:37	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:52:34	2020-04-18 23:52:34	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:53:38	2020-04-18 23:53:38	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:54:56	2020-04-18 23:54:56	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:55:33	2020-04-18 23:55:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:56:34	2020-04-18 23:56:34	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:57:47	2020-04-18 23:57:47	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:58:33	2020-04-18 23:58:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-18	23:59:34	2020-04-18 23:59:34	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:01:05	2020-04-19 07:01:05	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:01:38	2020-04-19 07:01:38	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:02:36	2020-04-19 07:02:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:03:35	2020-04-19 07:03:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:04:35	2020-04-19 07:04:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:05:41	2020-04-19 07:05:41	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:06:38	2020-04-19 07:06:38	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:07:37	2020-04-19 07:07:37	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:08:36	2020-04-19 07:08:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:09:32	2020-04-19 07:09:32	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:10:32	2020-04-19 07:10:32	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:11:32	2020-04-19 07:11:32	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:12:41	2020-04-19 07:12:41	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:13:33	2020-04-19 07:13:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:14:33	2020-04-19 07:14:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:15:36	2020-04-19 07:15:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:16:36	2020-04-19 07:16:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:17:35	2020-04-19 07:17:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:18:36	2020-04-19 07:18:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:19:47	2020-04-19 07:19:47	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:20:36	2020-04-19 07:20:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:21:35	2020-04-19 07:21:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:22:36	2020-04-19 07:22:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:23:35	2020-04-19 07:23:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:24:33	2020-04-19 07:24:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:25:35	2020-04-19 07:25:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:26:35	2020-04-19 07:26:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:27:34	2020-04-19 07:27:34	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:28:36	2020-04-19 07:28:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:29:36	2020-04-19 07:29:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:30:33	2020-04-19 07:30:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:31:37	2020-04-19 07:31:37	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:32:33	2020-04-19 07:32:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:33:37	2020-04-19 07:33:37	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:34:38	2020-04-19 07:34:38	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:35:44	2020-04-19 07:35:44	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:36:36	2020-04-19 07:36:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:37:33	2020-04-19 07:37:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:38:33	2020-04-19 07:38:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:39:35	2020-04-19 07:39:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:40:34	2020-04-19 07:40:34	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:41:37	2020-04-19 07:41:37	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:42:33	2020-04-19 07:42:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:43:33	2020-04-19 07:43:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:44:37	2020-04-19 07:44:37	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:45:35	2020-04-19 07:45:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:46:35	2020-04-19 07:46:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:47:46	2020-04-19 07:47:46	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:48:39	2020-04-19 07:48:39	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:49:37	2020-04-19 07:49:37	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:50:38	2020-04-19 07:50:38	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:51:34	2020-04-19 07:51:34	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:52:33	2020-04-19 07:52:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:53:32	2020-04-19 07:53:32	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:54:35	2020-04-19 07:54:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:55:33	2020-04-19 07:55:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:56:36	2020-04-19 07:56:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:57:33	2020-04-19 07:57:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:58:36	2020-04-19 07:58:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	07:59:34	2020-04-19 07:59:34	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
